,doy,temp_0,temp_0.5,temp_1,temp_1.5,temp_2,temp_2.5,temp_3,temp_3.5,temp_4,temp_4.5,temp_5,temp_5.5,temp_6,temp_6.5,temp_7,site_id,temp_7.5,temp_8,temp_8.5,temp_9,temp_9.5,temp_10,temp_10.5,temp_11,temp_11.5,temp_12,temp_12.5,temp_13,temp_13.5,temp_14,temp_14.5,temp_15,temp_15.5,temp_16,temp_16.5,temp_17,temp_17.5,temp_18,temp_18.5,temp_19,temp_19.5,temp_20,temp_20.5,temp_21,temp_21.5,temp_22,temp_22.5,temp_23,temp_23.5,temp_24,temp_24.5,temp_25,temp_25.5
16,16,4.735191601973313,4.683575593508207,4.630714000799717,4.586299773974297,4.552455767607078,4.521420087569799,4.496510383410332,4.473724279648218,4.4600983888675,4.448660055796306,4.442747275034587,3.989465456742507,2.462086246563838,2.1530648194826565,1.8674161449456823,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,4.678367330477788,4.627325082436586,4.580411819311289,4.5664155177581005,4.561329878293551,4.528327416150998,4.50227506344135,4.479936061761318,4.462796626946865,4.450523926661565,4.441658888107691,4.045515158237556,2.5928443181209078,2.305221039515275,2.035006255675585,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,4.747023399059589,4.690089617020044,4.6406390850360575,4.592962533999712,4.555609715290559,4.527472117008307,4.502320167345879,4.482786557613275,4.466060198270357,4.454153415484306,4.445478329291711,4.00539582203596,2.652546751193511,2.382883478433658,2.118261869137104,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,4.772567602304312,4.712758027590239,4.660835290566469,4.610173066457112,4.565399915744097,4.5274260472028685,4.497426302005083,4.476281056037316,4.459338151491606,4.449382537450546,4.44236003435575,4.032618119166448,2.753733501984523,2.507253649907234,2.260927912516472,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,4.715934777871157,4.662701618977082,4.615452888684395,4.572469906929212,4.533735849918464,4.502706527709961,4.473927889114771,4.452131552573962,4.43485978933481,4.4231594159052925,4.414803517170442,3.965344468752543,2.565131890468108,2.305002284355653,2.050289890705011,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,4.676175178625645,4.63195443764711,4.5909432264474725,4.5536286525237255,4.523762996380146,4.496757935255002,4.474553609505678,4.456734718420567,4.444428272736379,4.435372902796819,4.430364364232773,3.94749876169058,2.319634951077975,2.0321356608317447,1.75792723435622,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,4.768461838746682,4.7165644352252665,4.666592072217893,4.620866298675537,4.584034173916548,4.554801549666967,4.528449021852934,4.509452184041341,4.493027735979129,4.483900987184965,4.477760816231752,4.073617495023287,2.414792745541304,2.134614411072853,1.8689335187276204,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,4.787962766794058,4.729883695260073,4.67351937905336,4.625445793836545,4.585951976287059,4.553837128174611,4.52854015888312,4.509070200797839,4.49407958984375,4.484753755422739,4.47801460363926,4.099124303230872,2.50916588306427,2.231286204778231,1.975160620151422,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,4.824891041486692,4.772762971046643,4.715258952898857,4.668871048169258,4.630300338451679,4.597046399727846,4.570443422366411,4.548576171581562,4.532722314198812,4.519343914129795,4.511539031297732,4.134862820307414,2.5569524382933597,2.275412617585598,2.011551413780604,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,4.820505240024665,4.764841629908635,4.71532388833853,4.671021901644194,4.636122238941682,4.606627855545435,4.583598858270889,4.563886703589024,4.548393359551063,4.536257878327981,4.5273578350360575,4.157420402918106,2.582612638290112,2.3064509355104885,2.0470334551273246,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,26,4.796683299235808,4.747598733657446,4.697784937345064,4.651903262505164,4.6133348147074384,4.5796847221178885,4.554936898060334,4.531882665096185,4.515884582812969,4.502763100159474,4.495116588396904,4.085607504233336,2.4983894397050905,2.2102092932432127,1.9404469483937967,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,27,4.781682307903584,4.729035145197159,4.67920253215692,4.637232450338511,4.603029458950728,4.576005055354192,4.552751846802541,4.534550935794146,4.520617191608135,4.510963990138127,4.5042757865710135,4.095516987335988,2.4754896469605274,2.183106211515573,1.910080527647948,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,28,4.799072889181284,4.738999647971911,4.682808717091878,4.639747057205591,4.600425426776592,4.567295111142672,4.54099361713116,4.521274346571702,4.505922928834573,4.495358161437205,4.487636774014204,4.107998487276909,2.539018151087639,2.2622099748024573,2.0000229752980747,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,4.798200301634959,4.740280909416003,4.688656489054362,4.647723882626265,4.606460228944436,4.5745924925192805,4.548690698085687,4.528059555934026,4.513884984529936,4.503954581725291,4.499009707035163,4.145361001674946,2.533033707203009,2.258242874573438,1.9937114715576167,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,4.792983360779592,4.739388685960036,4.691597376114283,4.651048868130415,4.614862625415508,4.585232208936643,4.559425843067658,4.538100878397624,4.522798452621851,4.512124098264254,4.505269833100148,4.19010895337814,2.5165302814581456,2.2490139435499144,1.9945203493802972,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,4.7972068053025465,4.74900815425775,4.702338194235777,4.659977839543269,4.628553304916773,4.596067966558994,4.577023481711363,4.553293888385479,4.540194560319949,4.525887244786972,4.518256639822935,4.210133980482053,2.5359814717219424,2.270462222588368,2.0203487750811453,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,4.806056951865172,4.756625725672795,4.707793578123435,4.667017129751352,4.626662083161183,4.597589370531914,4.573114676353259,4.55398599918072,4.539798919971172,4.528785632206843,4.521909603705773,4.2085793140607,2.5635633315795507,2.3057297498751907,2.0636807725979733,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,4.837832927703857,4.782133811559433,4.732593071766389,4.685574690500896,4.645456179594382,4.613952624492156,4.583687122051533,4.564210745004507,4.545935924236591,4.535789440839719,4.527727237114539,4.247149271842761,2.5483173621006503,2.280815836710808,2.0319153498380613,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,34,4.87930206152109,4.817100952833127,4.761085265722031,4.706344103201841,4.665242904271835,4.631815836979793,4.605111831273788,4.582986990610759,4.565266719231238,4.554725818144969,4.547401941739595,4.310638354374812,2.728231020462818,2.47105127114516,2.2249183486669493,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,35,4.826518119909824,4.770859803908911,4.719491824125632,4.674858325567001,4.637832739414313,4.607092294937525,4.582636918777075,4.559469100756523,4.543498687255076,4.52987736922044,4.521205205183763,4.274445704924754,2.718450457621844,2.4661765557069044,2.221625031569065,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,36,4.832847962012658,4.778130201193003,4.728696676400992,4.685879548390706,4.647829960554074,4.625305298047188,4.596859063857641,4.582968002710587,4.568209159068572,4.561656279441638,4.55507893440051,4.295126756032308,2.7050159802803626,2.4512393168914013,2.2101413897978954,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,37,4.832431560907608,4.783431028708433,4.73554924206856,4.694056266393417,4.653999524238782,4.62557000380296,4.597461211375701,4.576754594460512,4.561696969545805,4.550535972301777,4.5446995832981205,4.280368474813608,2.526189943154653,2.249567288618821,1.9967000316350887,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,38,4.870627342126308,4.814908259954208,4.759255592639629,4.710404053712503,4.667862745431753,4.633751587990003,4.606377943968162,4.585547545017341,4.56856892659114,4.557313809028039,4.550226602798853,4.343542294624524,2.560603438279568,2.281822754786565,2.028969584367214,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,4.8233861067356205,4.773319977980393,4.7210349303025465,4.680957610790546,4.644343901903201,4.6154895806923895,4.587889377887432,4.569543606195694,4.555475149399195,4.546514388842461,4.540092712793594,4.341472381200546,2.510485707185208,2.217549981215061,1.9643023839363685,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,40,4.833453422937637,4.779047721471542,4.72659358000144,4.679955775921162,4.646827648847531,4.616344904288267,4.591838579911452,4.57021993245834,4.553401042253543,4.541303280072334,4.533033676636525,4.3233852447607575,2.473666946093241,2.1600126517124667,1.9055983745134797,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,41,4.91870468090742,4.853264930920723,4.799012135236692,4.749944124466333,4.70277050213936,4.6651548116635055,4.631118970039563,4.606257181901198,4.583573390276004,4.568917360061255,4.557348202436399,4.351812885357783,2.5520424246788025,2.241710575727316,1.9973831956203167,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,42,4.944605179322072,4.882671356201172,4.830074518154829,4.781109320811736,4.737902543483636,4.700195361406375,4.670780573135767,4.644560263707088,4.62618646866236,4.6123488621834,4.603620908199212,4.419911011671409,2.6155689098896127,2.3059261517646985,2.057591213629796,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,43,4.847615437629895,4.797197427505102,4.746269702911377,4.7012277627602606,4.664548641596085,4.634200915312156,4.60960839344905,4.588797703767434,4.572405130435259,4.560790917812249,4.5528885890276,4.380780929174179,2.526046172166482,2.206792134505052,1.9580636009191856,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,44,4.833455856029804,4.780634060884133,4.732149209731665,4.687261239076272,4.651686032613118,4.622807038136018,4.598005563784868,4.578849168924185,4.562513657105275,4.552871899727063,4.544772881727952,4.365490711652315,2.409288913775713,2.065223950606126,1.8116351717557664,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,45,4.859300491137383,4.80631395486685,4.759215293786465,4.718612279647436,4.682905771793464,4.657156540797307,4.63474529217451,4.6180231265532665,4.604295437152569,4.595167893629808,4.588534135084886,4.423174491295447,2.519678751627604,2.1580414863733144,1.908617840363429,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,46,4.884208141229092,4.829252793238713,4.778629131806203,4.7370034120021725,4.702561781956599,4.675116807986528,4.656207488133357,4.640800207089155,4.629106460473476,4.619952947665484,4.613940935868484,4.461198929028633,2.562267529658782,2.172935403310336,1.9225311126464453,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,47,4.87245283371363,4.814756527925149,4.760817686716716,4.713620528196677,4.6744429637224245,4.644222002763015,4.621322460663625,4.60341231028239,4.59004040253468,4.57985319235386,4.574498628958677,4.430101229594304,2.482054869333903,2.0778713807081566,1.8379261295000715,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,48,4.834770789513221,4.773932493649996,4.719092515798716,4.672058337774033,4.628257091228779,4.593355484497853,4.565498657715627,4.542693676092686,4.525452247032752,4.512351341736623,4.504106998443604,4.382085959116618,2.40149410871359,1.9660789691484888,1.7393353994076068,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,49,4.883024545816275,4.820361993251702,4.7535625115419045,4.701316099900466,4.655195835309151,4.615925850012363,4.58458102055085,4.5586539415212775,4.538537575648381,4.524144270481208,4.514030701074844,4.419190565745036,2.4214655497135262,1.9428451626728744,1.71516346014463,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,50,4.886020024617513,4.8174854669815454,4.744795958201091,4.688002256246714,4.640810428521572,4.605768484947009,4.57477913147364,4.551149050394694,4.533100568331205,4.519405927413549,4.509374642983461,4.427839976090652,2.411501374000158,1.8704814803905976,1.6315980370228107,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,51,4.768919235620743,4.710229960771708,4.657578569192153,4.666073664640769,4.651072563269199,4.618620579059307,4.592909067105024,4.570063896668263,4.555628201900384,4.542611464475974,4.5353779670519705,4.484656370603121,2.5615183925017333,1.9713002366897387,1.7393252238249168,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,52,4.885720962133163,4.819572705488938,4.763736468095046,4.7110484685653296,4.669246404598921,4.63155225607065,4.599950912671211,4.5741280898069725,4.553054198240623,4.5366196021055565,4.525320456578181,4.4454925793867845,2.568376244642796,1.9362408564640925,1.6828880875538557,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,53,4.888970729632256,4.824245575146797,4.763704153207632,4.714302087441469,4.678308939322447,4.64376102349697,4.615234802930783,4.589937124496851,4.57230449334169,4.559154742803329,4.548803207201836,4.483787243182842,2.545706880398286,1.885470854930389,1.6113629631507091,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,54,4.950026096441807,4.875577669877273,4.81374776057708,4.760397299742087,4.712692725352752,4.670815455607879,4.642564504574507,4.616825323838454,4.597878651741223,4.583903557214981,4.573198000590007,4.520313898722331,2.534470579563043,1.840712703191317,1.5454675692778368,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,55,4.94477454209939,4.886199975625063,4.827092207395113,4.783030461042356,4.739291264460637,4.703921892704108,4.677072353852101,4.651170522738726,4.6345218144930325,4.618190850967016,4.608551110976782,4.571141597552177,2.626816758742699,1.949663157646473,1.6441750969642248,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,56,5.001071563133826,4.945083569257688,4.8893627142294855,4.836562193357027,4.789542185954558,4.751647472381592,4.717959807469295,4.690132825802534,4.66779420314691,4.64882108492729,4.634828261840037,4.594446952526386,2.668779348715758,2.015911961213136,1.7008341703659449,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,57,4.966309021680783,4.9131532815786505,4.862672512347881,4.81970536403167,4.779471103961651,4.747178530081724,4.717224879142566,4.693535975920848,4.672823196802384,4.657007461939102,4.644354062202649,4.603764289464706,2.777776464437827,2.1468718632673607,1.8299458424250288,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,58,4.932132488641983,4.878460236084767,4.82658847173055,4.782003353803586,4.745077683375432,4.716928237523788,4.689923861087897,4.670484799605149,4.65381863178351,4.643301963806152,4.634415650979067,4.601349928440192,2.755346261537992,2.096856392346896,1.771703689526289,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,59,4.616747760772705,4.584577906131744,4.611405098438263,4.85343976020813,4.8321136951446535,4.809553718566894,4.787493324279785,4.768580341339112,4.756393766403198,4.746057081222534,4.733890628814697,4.7038270950317385,3.055930757522583,2.636958825588226,2.350363576412201,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,60,4.858215857774783,4.809150578119816,4.779151690311921,4.80519656645946,4.7835007691994695,4.751842021942139,4.73015083410801,4.708290784786909,4.691441584856082,4.678049564361572,4.668772293971135,4.640221094473814,2.875914086134006,2.212135374546051,1.8624531779533775,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,61,4.966631290240166,4.917310137015122,4.874596039454143,4.877900392581255,4.839558417980488,4.8028794313088445,4.77586616613926,4.7536749350718965,4.736879678872915,4.72135301736685,4.709861180721185,4.686105703696226,2.998942928436475,2.3525127233603063,1.9881165363849735,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,5.03709582793407,4.978598863650591,4.920107596959824,4.871230186560215,4.828400232853034,4.7864717825865135,4.751784556951279,4.723042475871551,4.697291019635323,4.676836258325821,4.661831721281394,4.639818729498447,3.015909500611134,2.3283965526483,1.950094235249055,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,4.929270756550324,4.876395946893936,4.825423521873279,4.784198822119297,4.747877267690805,4.712361592512864,4.682065902612148,4.65562732403095,4.635076901851556,4.619927675296099,4.6084465613731975,4.580985301580185,2.921308437983195,2.1428404389283595,1.755073376190968,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,64,4.9639608921148834,4.916457237341465,4.867687689952361,4.823851145230806,4.7871186427581005,4.753288868146065,4.720527318807749,4.692620852054694,4.66995096206665,4.645693424420479,4.62688118372208,4.59621708209698,2.9384913047154746,2.045135204608624,1.6355690956115725,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,65,5.093126786060823,5.027763012127998,4.974277117313483,4.923699244474753,4.878887751163581,4.840756110655955,4.805960704118777,4.774600102351262,4.747047216464312,4.7249333675091085,4.703320625500801,4.674337362631773,3.131966346349472,2.1718536645938187,1.7446956527538788,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,66,5.180580383692032,5.087977152604323,5.02635241777469,4.975468122042143,4.936410781664726,4.8950790869884,4.864386485173152,4.835929931738438,4.8105735045212965,4.786563482040014,4.769809331649389,4.749844856751271,3.349913300612034,2.378503632851136,1.9717887426034,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,67,5.197030825492663,5.113462240268023,5.036969563899896,4.996912075923039,4.955617415599334,4.91776872292543,4.886233549851638,4.860272676516802,4.835734135065323,4.815895936427972,4.795408799098088,4.779632568359375,3.416012874016395,2.357560321306571,1.935479543147943,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,68,5.201494021293445,5.137242158253987,5.082856080470941,5.043146622486604,4.9951312358562765,4.9590821999769945,4.923526580517109,4.891172555776743,4.870119999616574,4.846986024807661,4.822005553123279,4.795527372604761,3.5336650762802515,2.418007734494332,1.9680095299696312,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,69,5.089035034179688,5.025402362530048,4.974569944234995,4.936096301445594,4.889785033005935,4.853705161657089,4.822955486101982,4.796900394635323,4.772422766074156,4.751396215879,4.733178040920159,4.7049377881563625,3.49976445772709,2.302979209484198,1.830121633334037,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,70,5.116400205172026,5.035000446515205,4.970771985176282,4.926464814406175,4.887645415770701,4.853721740918282,4.820960228259747,4.790701963962653,4.7662542171967335,4.7449367474286985,4.7268829590235,4.696039896744948,3.54590735068688,2.3436823074634257,1.8242006775660395,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,71,5.218775712526762,5.131216208140056,5.047080871386406,4.9902567985730295,4.937119349455222,4.892348472888653,4.852834725991274,4.820481948363475,4.792935163546831,4.768715393848908,4.74875529607137,4.721088715088674,3.6220038059430246,2.489108602205912,1.885424439723675,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,72,5.24151228635739,5.1540213364821215,5.072654296190311,5.010030245169615,4.951972839159843,4.899117359748254,4.85901760443663,4.820000134981596,4.789259849450527,4.762186673971323,4.735455879798303,4.702774977072691,3.70254221940652,2.4912715890468697,1.855185751731579,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,73,5.32520361435719,5.218518501672989,5.131277744586651,5.0702116672809305,5.01470361611782,4.964980724530342,4.922296731899946,4.882597006284273,4.846977747403658,4.8135176071753865,4.782111094548152,4.739534891568697,3.87831559853676,2.62280281384786,1.9288156842574096,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,74,5.477428130614451,5.343441938742613,5.250022594745342,5.177605849045974,5.122414014278314,5.076708206763635,5.036362501291128,5.000959298549554,4.969350937085274,4.935670070159129,4.8992336224286985,4.847122620313596,4.186358250104464,2.965004951525957,2.226288344615545,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,75,5.526477141258044,5.3905127720955095,5.296359930282984,5.23143482208252,5.180064861591045,5.137387618040427,5.096936849447397,5.063155308747903,5.026556381812463,4.994245455815242,4.959656544220754,4.91745891326513,4.429620296527178,3.2902272924398765,2.477002620697021,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,5.43308513592451,5.3370295976981135,5.314352756891495,5.261588059938871,5.212577025095622,5.173275018349672,5.134762152647361,5.10469791216728,5.072738121717404,5.04778685936561,5.017491120558518,4.975068141252566,4.583038562383408,3.5040080486199794,2.679910769829384,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,77,5.626172640384772,5.512485944307768,5.41865796309251,5.357618246323023,5.298305756006485,5.247137118608523,5.199176287039732,5.155804572961269,5.118297882569142,5.083604054573255,5.046463685157971,5.001327270116562,4.676250188778608,3.542221161035391,2.6076067838913355,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,78,5.623962549062876,5.530998694591033,5.443586263901148,5.367201927380684,5.301890935653296,5.246463995713454,5.191820095746945,5.138805585029798,5.091292479099372,5.044592197124775,5.006325782873692,4.959135153354743,4.659620554019243,3.512383968402178,2.512627276090475,120020150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
