doy,temp_0,temp_0.5,temp_1,temp_1.5,temp_2,temp_2.5,temp_3,temp_3.5,temp_4,temp_4.5,temp_5,temp_5.5,temp_6,temp_6.5,temp_7,temp_7.5,temp_8,temp_8.5,temp_9,temp_9.5,temp_10,temp_10.5,temp_11,temp_11.5,temp_12,temp_12.5,temp_13,temp_13.5,temp_14,temp_14.5,temp_15,temp_15.5,temp_16,temp_16.5,temp_17,temp_17.5,temp_18,temp_18.5,temp_19,temp_19.5,temp_20,temp_20.5,temp_21,temp_21.5,temp_22,temp_22.5,temp_23,temp_23.5,temp_24,temp_24.5,temp_25,temp_25.5,site_id
10,1.0677674672542474,1.114642830995413,1.1719699792372875,1.256599655518165,1.40898647522315,1.6621922529660738,2.0433078499940724,2.3787949069952354,2.515589775183262,2.57534345296713,2.5982992190581102,2.6064388140653953,2.6065363853405685,2.6044141084719925,2.6008912997368054,2.5984394458624034,2.5933773548175125,2.5890547312222996,2.585090701396649,2.5834428530472975,2.580252176676041,2.5776471694310508,2.574245128876124,2.571288521473224,2.570229243009518,2.5680795296644554,2.5684416660895715,2.5688641499250364,2.568773422485743,2.5708490885221043,2.5745128056941886,2.5793525316776376,2.5848895892118797,2.590794425744277,2.5954115085112743,2.599846222461798,2.6048931708702674,2.6100989213356605,2.613642692565918,2.6196315991572843,2.6279164124757814,2.6347259069100404,2.644836902618408,2.651372958452274,2.622014812934093,2.4393091186498985,2.2062299052874246,2.143946340450874,2.120901578511947,2.1087518410804944,2.0994513034820557,2.0948317494147863,107072210
11,1.0157980918884277,1.0664315682191114,1.1255049170591893,1.2154035751636212,1.376191075031574,1.6450325571573698,2.0462395395988073,2.380884118569203,2.5437945280319605,2.603799346165779,2.617982045198098,2.6247763633728027,2.627142151196798,2.6233384242424598,2.6178777706928744,2.613950631557367,2.607946814634861,2.602320224810869,2.598928689956665,2.594954796326466,2.590565617267902,2.5878536915167785,2.585008110755529,2.5837733164811745,2.581618620799138,2.5814455380806556,2.5806626356565037,2.5808112651873856,2.582951102501307,2.587056224162762,2.5902234804935946,2.591577315941835,2.597054047462268,2.600176737858699,2.6060483027727175,2.6106930879446177,2.6167757633404856,2.6222924421995115,2.628188423621349,2.633156391290518,2.6419888184620786,2.64904414384793,2.657598782808353,2.666994932370308,2.6505024219170594,2.4730651653729954,2.218669695731921,2.1598683993021646,2.1350092475230875,2.124160893452473,2.116550807769482,2.110250709912716,107072210
12,1.108574309410193,1.1571797789671483,1.2167846667460906,1.3059697594398108,1.4703526680286114,1.7447673143484654,2.122286191353431,2.446080113068605,2.6074452002843223,2.670216141602932,2.6882705933008437,2.6962144527679834,2.698288529347151,2.697942819350805,2.694548710798606,2.689537396797767,2.6882059329595323,2.6833717853595047,2.6792073127550955,2.674966029631786,2.672162575599475,2.6686237225165734,2.665573386045603,2.663957718091133,2.66167846092811,2.6621180803347855,2.6617978383333254,2.663784455030392,2.664762325775929,2.666503456922678,2.6701343670869484,2.67381581893334,2.678736381041698,2.6827839460128393,2.688882363148225,2.6947966814041138,2.7018075508949084,2.7103086771109166,2.7173404479638124,2.7247422444514737,2.7350568863061757,2.7443391482035318,2.7535644922501,2.764536515260354,2.7493045544013,2.541160892217587,2.2823199996581445,2.2330575188001,2.2053997165117507,2.1901782949765525,2.1803036209864493,2.1710619070591073,107072210
13,1.1526766526393402,1.1996169533485022,1.2583000369561024,1.3283005219239454,1.4746925907257276,1.7424127199710944,2.121188481648763,2.4723141407355285,2.6061180340938077,2.645207499846434,2.662538216664241,2.667600228236272,2.669984811391586,2.6700111413613343,2.668395002683004,2.6662605297871127,2.6623975527592196,2.6604852829224024,2.65802347048735,2.655634901462457,2.6530755024689894,2.6514972876279783,2.649831781020531,2.65125694947365,2.651621256119166,2.6533065422987328,2.6553386816611657,2.6579663936908426,2.6595796102132554,2.6632688442866006,2.668200434782566,2.674541155497233,2.680300379410768,2.6863535459224996,2.6959783908648367,2.7039251021849804,2.7123960164877086,2.718392237638816,2.7249830074799366,2.7346985095586533,2.745975274306077,2.7562317298008847,2.767770773325211,2.777297570155217,2.769312479557135,2.540858485759833,2.3050001110786047,2.2576168806124954,2.2281964803353334,2.2116322227013416,2.2005081879786954,2.190909185470679,107072210
14,1.108420526370024,1.1505676034169319,1.2071777062538342,1.2680941743728442,1.4070434814844377,1.6682582451747014,2.0910525765174475,2.4655807935274563,2.6060476089135194,2.6571443722798276,2.6698641074009433,2.67342685124813,2.674290880178794,2.6738596757253013,2.67306273105817,2.670434126487145,2.6672057035641794,2.6653765776218514,2.6635010914924817,2.6627931961646447,2.6619763313195643,2.6621334033134656,2.6620021691689124,2.662843086780646,2.6631873540389233,2.664960864262703,2.6667293524130797,2.6685638550000315,2.6710830346131935,2.6756137945713143,2.679095072624011,2.6844075459700365,2.6886295966612987,2.693569085536859,2.697270876322037,2.703253189722697,2.7079957937582946,2.714069983898065,2.7207057292644796,2.7284630628732534,2.73593047948984,2.743288455865322,2.7549003943418846,2.766121271329048,2.7630684192364035,2.570679771594512,2.3824574702825303,2.3413424415466113,2.3189151332928586,2.308135838080675,2.3010494984113254,2.296444059946598,107072210
15,1.1252398231090643,1.167309270455287,1.223326583703359,1.2853009440960028,1.420455468006623,1.6851881864743354,2.114248900841444,2.521730737808423,2.6305877612187314,2.66676394144694,2.6792391385787573,2.6838184014344826,2.682911918713496,2.680008359444447,2.6760153525914903,2.672327072192461,2.6679155154105945,2.6631913979848227,2.6595245538613734,2.656261648887243,2.653663586347531,2.6513766019772262,2.649681638448666,2.6488807507050343,2.6486169344339614,2.650401029831324,2.652505486439436,2.654392951574081,2.6585129499435425,2.662483627979572,2.665606737136841,2.669929739756462,2.6742873925429125,2.6804271661318264,2.6875220995682936,2.692774032935118,2.6970318341866517,2.7029293194795265,2.7111083758183017,2.7195877600938845,2.7253565666003103,2.734783661671174,2.743998105709369,2.7522005973718104,2.7543280735993996,2.540020663004655,2.3131104692434654,2.2652799762212315,2.237371434003879,2.2231937524599905,2.2126561235158873,2.2046316938522534,107072210
16,1.088034137701377,1.13344989831631,1.193732730853252,1.2615688764131987,1.401627928782732,1.6741269261409075,2.124055793652168,2.5164853517825785,2.62768231294094,2.6679788522231274,2.682253388258127,2.6871575239377146,2.6886913990363097,2.6875700186460447,2.6858717386539164,2.6823613001750064,2.68087414594797,2.678094209768833,2.6758862336476645,2.6737240186104407,2.672205145542438,2.67057135166266,2.6702849498161902,2.6688395830301137,2.6701675194960375,2.671873370806376,2.671726260429774,2.675099265881074,2.6790159604488273,2.6842479552978125,2.687994529039432,2.693151449545836,2.69617900175926,2.698493425662701,2.705418898509099,2.711990931095221,2.717903803556393,2.723634346937522,2.7317454570379014,2.7423643515660214,2.751856748874371,2.759295200690245,2.7710876281444845,2.78193684724661,2.7778215286059256,2.5536646185777125,2.335032479885297,2.278560447387206,2.252316157023112,2.2369739825908956,2.226948848137489,2.2189810979060636,107072210
17,1.2146109678806403,1.257118026415507,1.313587439365876,1.3761085852598534,1.510908950597812,1.7757978424047813,2.2231040749794397,2.579747435374138,2.6673105466060147,2.7051340280435023,2.7249514995477138,2.728617949363513,2.728255507273552,2.7275672325721154,2.725220264532627,2.720988322526981,2.7166756177559876,2.7125758207761326,2.709451210804475,2.7068218298447437,2.705698480972877,2.7041375575921474,2.7034518688153,2.7035614343789907,2.7035554555746226,2.7034557049091044,2.706215635324136,2.708467945074424,2.7091729702093663,2.7140037830059347,2.7193382122577767,2.724079715899932,2.7288569059127417,2.7339337727962394,2.7403351832658815,2.744182225985405,2.751279653647007,2.7582169068165316,2.7638525106968026,2.7701042737716284,2.777373185524574,2.7856909067202835,2.793515205383301,2.8022826329255714,2.7842773229647904,2.507098992665609,2.294625004132589,2.2374613178082003,2.2069696692320018,2.187712623522832,2.1736323038736978,2.1639415942705593,107072210
18,1.201975282950279,1.2471799957446563,1.3008233293508873,1.3675259290597377,1.5039542485506108,1.7602683718387897,2.2108582120675306,2.560904105504354,2.66547054816515,2.7109553263737607,2.7231897696470604,2.726203236824427,2.727252627030397,2.7278441190719604,2.7248307649905863,2.722068263934209,2.719379049081069,2.717174007342412,2.715218403400519,2.713614066441854,2.713027972441453,2.7122716170090895,2.7126198426271095,2.7125528011566553,2.7150807227843847,2.7167678337830763,2.7207720157427664,2.7236788395123606,2.7279990300154076,2.7321838598984938,2.7356349321512075,2.741615796700502,2.7506389312255077,2.759697204981095,2.7686374554267297,2.7771520217259726,2.787109974103096,2.7977534440847545,2.808057901186821,2.8182776341071496,2.8269963508997207,2.8388147415258946,2.850399170166407,2.8611705486591044,2.8557695547739663,2.521267440074529,2.3228860757289786,2.270190559900724,2.2388114761083555,2.221571448521736,2.2080466793133664,2.1975596913924584,107072210
19,1.2291706571212182,1.276648420553941,1.3273429412108202,1.3924446671436994,1.5264493364554186,1.7851875791182885,2.2369813277171207,2.564857767178462,2.675526209366627,2.717496226995419,2.7366191943486533,2.745679980669266,2.747813622156779,2.747120041113633,2.7459480731915207,2.743080450938298,2.7412499464475193,2.7391120470487156,2.7376861633398595,2.737181385358175,2.7363435274515395,2.736133031356029,2.7360202349149265,2.737012367982131,2.7391347059836755,2.7423093074407334,2.744993943434495,2.748108845490676,2.7532444978371644,2.760642008903699,2.7665837361262393,2.773790243344429,2.7807424863179526,2.791110356648763,2.8016151587168374,2.8112190197675657,2.8212691759451842,2.8318425997709618,2.843855436031635,2.8544328762934756,2.866058710293892,2.8795144985883665,2.8873082124269924,2.900714336297451,2.901172527900109,2.556464916620499,2.3532477754812975,2.3041721612979202,2.2765064438184104,2.2609005585694923,2.2509815219121103,2.242572546005249,107072210
20,1.195014015222207,1.2459253959166698,1.293711142662244,1.360854691419846,1.5057173401881487,1.7696618758715117,2.233039152927888,2.552739987006554,2.6470487729097023,2.688156186006008,2.7034850823573575,2.708333079631512,2.70911133595002,2.7053756469335313,2.700048951002268,2.6952076325049767,2.690633923579485,2.687942217557858,2.684084797516847,2.6806140343348184,2.6781303943731847,2.675902088483175,2.674606069540366,2.674932198646741,2.6754843393961587,2.677866678971511,2.680252805734292,2.683128827657455,2.687200530981406,2.692654086993291,2.6979423730801315,2.7042263532296205,2.713346172601749,2.719368366094736,2.72895117295094,2.7365428514969654,2.746437130830227,2.7581343345153027,2.771363209455441,2.7834616410426603,2.794663224464808,2.806096932826898,2.8197219432928624,2.8321312941037693,2.8352522116440992,2.531099172738882,2.3070361476678114,2.2524480391771364,2.2262476743795934,2.211580271904285,2.2028885850539575,2.196108999924782,107072210
21,1.0843010239112072,1.1344285500355256,1.18258348489419,1.2544496395649054,1.4081842257426336,1.6905259658128788,2.198370120464227,2.5485511254041624,2.632534540616549,2.6693182572340355,2.6808681915967894,2.682890739196386,2.6808774868647256,2.6773757200974684,2.67117225818145,2.665343003395276,2.660403224138113,2.6562141669102206,2.6531121883636866,2.650533287953108,2.6477936108907065,2.645228691590138,2.6451184841302724,2.645716483776386,2.6469067335128784,2.649216095606486,2.6524410859132423,2.657232036957374,2.6608772919728207,2.66731448051257,2.675153765922938,2.6838228030082507,2.6895770323582187,2.7006026475857468,2.7092160139328394,2.718873671996288,2.7301481503706713,2.7402111872648582,2.752440318083152,2.7656102730677676,2.7785215011009803,2.7915267088474374,2.805134797707582,2.8193410298763175,2.8309850570483084,2.618447945668147,2.3940133238450074,2.350287315173027,2.3291100523410697,2.318094414014083,2.3127393554418516,2.3077853673543687,107072210
22,1.4072940410711827,1.449298722621722,1.4870342428867633,1.5471143707250938,1.6822459040543971,1.9399968553812077,2.409320151194548,2.7131990866783338,2.790593125881293,2.8272995826525564,2.840804390418224,2.8419289741760645,2.8414519689021964,2.837504099576901,2.831258999995696,2.8242187897364297,2.816588667722849,2.8091650681617932,2.8035608988541822,2.7971166372299194,2.7896017692027946,2.781001124626551,2.773972612160903,2.7648949317443066,2.7580565366989527,2.7528609190231714,2.7485037583571215,2.7456188263037267,2.7432794937720666,2.7413562658505564,2.738704583583734,2.740138176159981,2.7403803360767856,2.742121079029181,2.7441873367016134,2.747723475480691,2.750802571956928,2.7556934234423514,2.7611190661405907,2.7673342411334696,2.774847996540559,2.7806598651103482,2.787488500277201,2.797600168448228,2.8070627940006747,2.578960956671299,2.323838178928082,2.2649733943816943,2.2326653951253648,2.211163051617451,2.196789617721851,2.1846095522244773,107072210
23,1.4207339195104747,1.4621221759380438,1.5033413034219008,1.5633177038950798,1.6982962443278387,1.950243422618279,2.4127435210423593,2.7001309990882874,2.795671154291202,2.833843093651992,2.8507703237044506,2.8566752733328404,2.8575856655071945,2.854077846576006,2.847743960527273,2.839537513561738,2.8318727291547336,2.825930940799224,2.8178029977358303,2.80863539989178,2.800696183473636,2.791815873904106,2.7840559727106338,2.7758492903831677,2.770637417450929,2.766645052494147,2.7636896524673853,2.761444620597057,2.7583639530035167,2.7561443799581284,2.755495105034266,2.756025907320854,2.7587327712621446,2.7592928256743994,2.759626315190242,2.762500952451657,2.7674582860408683,2.769075998893151,2.7703985831676383,2.7736394099700146,2.780827354162167,2.7889274939512596,2.7929791456613784,2.8004311475998316,2.8091548528426733,2.552704942532075,2.2772284975418677,2.209802454862839,2.1711074587626333,2.1448153914549413,2.1258479479031687,2.11170354561928,107072210
24,1.5696248840063045,1.6067638748731368,1.6452367703119914,1.7058817881804247,1.8345965177584918,2.072434249596718,2.4992934190309963,2.777582896061433,2.8638303677241006,2.8969114682613273,2.907743805494064,2.9083587389725905,2.905711666131631,2.89773227312626,2.8893841749582534,2.881244476024921,2.8743215463100333,2.8677633175483117,2.858380378820957,2.8495660042151427,2.8407395161115208,2.8329834724083924,2.824853450824053,2.816895286242167,2.809912229195619,2.8044890746092186,2.8004998610569882,2.797286418768076,2.796722803360377,2.7956783588115988,2.794961556410178,2.796109144504254,2.796934800270276,2.798230366829114,2.798677542270758,2.79868152202704,2.8001233492142115,2.80287644190666,2.804061565643702,2.8070808801895533,2.8115716194495177,2.817355385193458,2.819998949001997,2.8269775005487294,2.827634200071677,2.5185331228451853,2.2219748328893614,2.1408119339209337,2.0974994087830567,2.066840038849757,2.0465326951100278,2.031975501622909,107072210
25,1.6443370213875403,1.6831956307093303,1.7243298934056208,1.787165606633211,1.9152127993412507,2.1580112973848977,2.570704923226283,2.843946077884772,2.9331605984614444,2.9692399960297804,2.9744066825279822,2.9715470503538084,2.966854936037308,2.958290613614596,2.949509012393462,2.941225045766586,2.935578031417651,2.924548329451145,2.9137060458843527,2.902669539818397,2.8922255161481027,2.8819906894977274,2.8709572889865975,2.8604011046580777,2.8529080672141833,2.8453310636373668,2.8400647945893116,2.835496969712086,2.830661504696577,2.827152270537156,2.824610349459526,2.8214885149246607,2.817603361912263,2.8149997148758326,2.814235522196843,2.8124534625273485,2.8116984153405213,2.8117366631825766,2.8112756869731803,2.8123536507288613,2.8154152906858005,2.8168730980310683,2.82163458604079,2.8267744962985697,2.830218257048191,2.5089990389652743,2.221322019894918,2.1417080637736197,2.0987532841853604,2.070537207982479,2.0517559678126602,2.038557876379062,107072210
26,1.621248783209385,1.6601250477326221,1.6969516659394288,1.7581222454706829,1.884253414777609,2.1410760207053943,2.597250290406056,2.851700804172418,2.9303793693200135,2.95578410075261,2.957381630555177,2.9527886647444506,2.947068746273334,2.9391713386926894,2.930218287003346,2.920699113454574,2.9122664683904405,2.9016501292204246,2.8916309674580893,2.8813739128601856,2.8710643083621292,2.861376371139135,2.8510597546895347,2.842196421745496,2.8328260213900833,2.8252522823138113,2.818103374579014,2.8123492888915234,2.8068969494257217,2.8039877231304464,2.8000632982987623,2.795283623230763,2.7936990689008665,2.7902436684339476,2.7878969938327103,2.787026124122815,2.7855394069965067,2.785214350773738,2.787230528317965,2.7896093955406775,2.790280134249956,2.7912352635310245,2.796621860601963,2.803026196284172,2.80749949430808,2.483730924435151,2.1787833877098866,2.094170921888107,2.0519570066378665,2.024440355789967,2.007622237388904,1.9946676935905066,107072210
27,1.645885631059989,1.681628433557657,1.712918874544975,1.771543258275741,1.8928623168896406,2.1580162781935472,2.6408394345870385,2.9176871318083544,2.97529927889506,2.9923918461188292,2.9886228304642897,2.9818809827168784,2.9729470289670505,2.9617765989059057,2.947662203739851,2.9352159744653945,2.921943731797047,2.9081832598417234,2.893798977900774,2.879358316079164,2.8657773977670913,2.852415763414823,2.840135776079618,2.82859835257897,2.8183461825052896,2.8086790304917555,2.801389883726071,2.79484533957946,2.78858993603633,2.7832325116181984,2.7765081142767882,2.7726554534374137,2.7722442608613234,2.772187685355162,2.770013619691898,2.770413270363441,2.7716362537481847,2.77166324089735,2.7722253738305507,2.7769555067404723,2.7781910407237516,2.782022766577892,2.7845454949599047,2.789600369257805,2.7952586809794107,2.464737662902245,2.1578943805816846,2.077342235125028,2.037630926340054,2.011471378497588,1.9931073983510335,1.9768947041951692,107072210
28,1.7142463937783852,1.7487719089556963,1.7773836102241125,1.838763408171825,1.953229104861235,2.2217712081395664,2.7060113610365453,2.9398603286498632,3.001349681462997,3.0130334083850565,3.009137654915834,2.997338680120615,2.985966771076887,2.972916664221348,2.9615256052750807,2.946790716586969,2.932820735833584,2.9173558980990677,2.903023505822206,2.8906692297030716,2.8798726430306067,2.8689753978680343,2.8589030840458016,2.8490201785014224,2.8415283056405873,2.8345000438201122,2.828895098123795,2.8228380588384776,2.8200835356345544,2.8165604365177646,2.814983077538319,2.8144213419694166,2.813288370768229,2.8136219672667675,2.8161437083513308,2.814620311443622,2.815857645792839,2.81743118701837,2.820443040285355,2.8223134187551646,2.8260766726273756,2.8270081923558164,2.8317725841815653,2.8347072784717264,2.8345481554667153,2.4349128802617392,2.1220988157467966,2.047972708176344,2.0066242080468397,1.9822767239350538,1.9631337554026873,1.945149643298907,107072210
